"id","geom","filename","code","value","datetime","camera_model","gpsimagedirection","azimuth","bbox_in_picture","sign_center","lon_picture","lat_picture","sequence_id","picture_id","result"
77,NULL,"A00 0.98189787.jpg","A00",NULL,"2022-07-14 13:22:40","PULSAR","34.63",NULL,"[8048,2544,8224,2768]",NULL,"7.656055","48.520879","19b76067-a380-45b0-8316-9259bcfff958","76b585f8-666c-4a99-9b39-b50aad7759bf",NULL
78,NULL,"A00 0.98917171.jpg","A00",NULL,"2021-08-10 12:24:42","LB5","117.12",NULL,"[192,1584,528,1952]",NULL,"7.750075","48.569027","c9585b8a-1a4c-4d8b-a6ac-0dc44ceb5eb8","134423ea-40ab-4ae8-9a72-17b4c0daeb02",NULL
79,NULL,"A00 0.98922492.jpg","A00",NULL,"2022-06-15 15:33:09","PULSAR","335.74",NULL,"[4480,2432,4736,2816]",NULL,"7.680784","48.557299","b268d357-6847-49ec-9c78-13338373f980","1a7bf225-ecbd-47c4-a142-6c039064428a",NULL
80,NULL,"A00 0.99009136.jpg","A00",NULL,"2020-06-25 15:00:57","PULSAR","205.15",NULL,"[3936,2400,4096,2704]",NULL,"7.72148","48.593576","1aa96c31-1834-4904-a978-754c6a7e6634","7eff5993-6f89-476e-9b12-6879d7284743",NULL
81,NULL,"A00 0.99070176.jpg","A00",NULL,"2022-06-15 13:06:21","PULSAR","166.76",NULL,"[9936,2160,10192,2464]",NULL,"7.693157","48.568489","d587a47e-3973-4a60-aa5d-237d2b8c3da3","a9c2872b-dd46-424b-b45f-2a797cebeabd",NULL
82,NULL,"A00 0.99205813.jpg","A00",NULL,"2020-06-30 08:33:48","PULSAR","223.03",NULL,"[80,2576,208,2752]",NULL,"7.694367","48.504392","d2e5d658-13e3-401f-934a-5331f2132f3f","9189c372-c02a-4dc0-9fb1-b5f21afbd5cd",NULL
83,NULL,"A00 0.99393589.jpg","A00",NULL,"2022-10-14 09:53:57","PULSAR","83.02",NULL,"[7600,2752,7760,3008]",NULL,"7.733283","48.570966","80ce9d00-0983-4eec-8883-d12a9cc50d0a","839180bd-11ad-4b1b-9885-b2a8b50d8861",NULL
84,NULL,"A00 0.99486330.jpg","A00",NULL,"2022-06-02 13:22:35","PULSAR","5.29",NULL,"[9968,2448,10144,2656]",NULL,"7.756195","48.557385","17968e60-79b9-46e4-9750-fb081dc4d8c3","6efa884c-2ee0-49ba-95da-e0bc53f3f9ba",NULL
85,NULL,"A00 0.99501377.jpg","A00",NULL,"2022-06-01 12:19:10","PULSAR","44.02",NULL,"[9424,2576,9616,2816]",NULL,"7.783128","48.533658","f8347f73-98f1-4ae2-8eee-cf5feae40917","2b4d31df-a943-49e3-87b4-e7da7d9d9d99",NULL
86,NULL,"A00 0.99504834.jpg","A00",NULL,"2021-08-17 17:10:53","Pilot","141.27",NULL,"[832,1920,912,2032]",NULL,"7.793402","48.574533","b16c6894-ee46-4cf9-afaf-3c9d0b1d7708","30bd7045-ef90-4c33-8c58-8b66031e223f",NULL
