img_id,comment,lat,lon,proj_type
"007cc81ebbd98945f1ba42f3d69ea284fd002c42c92b237425233eeda07ff4f6.jpg","{"width":11000,"height":5500,"xywh":[896,2736,80,112],"confidence":0.202,"offset":-0.415}","48.512451","7.710143","equirectangular"
"007dce7df1bfe1a938326299153ba820b7baf3a594ab0cdc0ca5f7a5e1614c70.jpg","{"width":11000,"height":5500,"xywh":[928,2688,208,288],"confidence":0.41,"offset":-0.406}","48.6803790000861","7.705011","equirectangular"
"00991caf352b97a7e9e880f068a47d0b35d8e44567117c63e986344ed88027cc.jpg","{"width":11000,"height":5500,"xywh":[1280,2752,112,144],"confidence":0.622,"offset":-0.379}","48.497366","7.717269","equirectangular"
"00bebd946f1d1843c5faf5dd06aebb8875e7492e26a52f815b2e9b28f88d03b4.jpg","{"width":11000,"height":5500,"xywh":[1808,2752,96,144],"confidence":0.392,"offset":-0.331}","48.503252","7.69381","equirectangular"
"00d3733a9c8647e2712707610454607f5020e83e5f1f8e9321c8b6807c35c33f.jpg","{"width":11000,"height":5500,"xywh":[6672,2368,288,400],"confidence":0.817,"offset":0.12}","48.473895","7.739895","equirectangular"
"00fdadb5602f59270a3b19e300c38f6df20951a38d58b5fd972d7d58e171f3f4.jpg","{"width":8192,"height":4096,"xywh":[7600,2048,112,144],"confidence":0.48,"offset":0.435}","48.573023","7.758008","equirectangular"
"010de1e5e09e727ae2f724ab7981e42e03c14db066fa3790728013e249825c1f.jpg","{"width":11000,"height":5500,"xywh":[6720,2752,144,160],"confidence":0.342,"offset":0.117}","48.533917","7.700167","equirectangular"
"01143b0d4bbdc765ccc37f397c63ad12faf15855ece5562eba5087ed4186bf00.jpg","{"width":11000,"height":5500,"xywh":[1600,2432,224,320],"confidence":0.412,"offset":-0.344}","48.520143","7.740659","equirectangular"
"0130fc9b5a61d38fbb66081c817f5620a2e395b78391d9f5a082a96c0248993e.jpg","{"width":11000,"height":5500,"xywh":[1136,2784,176,256],"confidence":0.725,"offset":-0.389}","48.52206","7.641683","equirectangular"
"013f89741b4744d182a1fe1ab2577bf661104f72b79842be719fceb1994247d2.jpg","{"width":11000,"height":5500,"xywh":[6016,2624,208,272],"confidence":0.441,"offset":0.056}","48.67095","7.736602","equirectangular"
"0141e6f4d6de2df136eec28d226aa35505d66b1be68f1cddc6914c7f5b1958e8.jpg","{"width":11000,"height":5500,"xywh":[6096,2528,224,288],"confidence":0.512,"offset":0.064}","48.555516","7.69304","equirectangular"
"01bb445341acebcb31f17f70edea612add41dedc5db9acd9d99712e03dba3941.jpg","{"width":11000,"height":5500,"xywh":[6032,2640,176,208],"confidence":0.727,"offset":0.056}","48.466356","7.748889","equirectangular"
"01cc144441ec657358720c2366b1ffbb92d73036af18d71f683ac6a491a55388.jpg","{"width":11000,"height":5500,"xywh":[5792,2736,96,128],"confidence":0.347,"offset":0.031}","48.529472","7.693668","equirectangular"
"01f32cb7150a1458a62d4eb4b272f73faa3936fa816a72ae863d3c24e63146b0.jpg","{"width":11000,"height":5500,"xywh":[1584,2784,128,304],"confidence":0.384,"offset":-0.35}","48.538186","7.583901","equirectangular"
"01f491be1397c482e7c82b6cd4399c3a30c9dc6a307642fc4d4f53ab9ca6aa4e.jpg","{"width":11000,"height":5500,"xywh":[5904,2704,80,128],"confidence":0.336,"offset":0.04}","48.504732","7.694694","equirectangular"
"021ac356998d3115cb154a45fbb4180adca6d6cd46086d164a0f4a8d3ac027c2.jpg","{"width":11000,"height":5500,"xywh":[864,2416,144,176],"confidence":0.427,"offset":-0.415}","48.543552","7.697315","equirectangular"
"02550b44cf49f357219dda97fd25343346eed5a08272e973e9955f0791ad34ac.jpg","{"width":11000,"height":5500,"xywh":[6832,2720,352,544],"confidence":0.726,"offset":0.137}","48.600022","7.56657","equirectangular"
"027ed84a4aecb4db0448b1ca3f517d4adc11281f3378c6db514bf1200afa4858.jpg","{"width":7680,"height":3840,"xywh":[928,1920,64,80],"confidence":0.301,"offset":-0.375}","48.523886","7.66372","equirectangular"
"029abb0287d122820f9836ebb5de3d121e7d3b5f927e13694a560c9e2fcbd3ee.jpg","{"width":11000,"height":5500,"xywh":[5632,2752,112,128],"confidence":0.383,"offset":0.017}","48.52952","7.69372699992222","equirectangular"
